username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
@professordavila;2019-03-12 17:19;2;11;"Banco Central do Brasil - Balanço Patrimonial (Dez/2018). Ativos e Passivos correspondem a 51% do PIB. Em 2006, correspondiam a 22%. Ou as reformas saem ou a inflação voltará sem dó e sem piedade! pic.twitter.com/jp9YlkJARY";;;;"1105518737560690688";https://twitter.com/professordavila/status/1105518737560690688
@AnaliseEnergia;2019-03-12 23:22;2;11;"Castello Branco fala em usar $da CO para comprar outorgas na área em leilão: "Não temos nenhum plano de usar dinheiro do contrato da cessão onerosa para abater dívida ou financiar outros investimentos. Simplesmente vamos retorná-lo ao governo" $PBR #PETR4 @businesshttps://twitter.com/sabrinavalle/status/1105605918266408962 …";;@businesshttps;#PETR4;"1105610018785804291";https://twitter.com/AnaliseEnergia/status/1105610018785804291
@tradersclubbr;2019-03-11 19:07;0;11;"B3: INVESTIDOR ESTRANGEIRO INGRESSA COM R$60MI NA B3 NO DIA 07/03; SALDO NO ANO - R$1,12 BILHÃO | #mercados | $IBOV |";;;#mercados;"1105183419963789313";https://twitter.com/tradersclubbr/status/1105183419963789313
@Monteirole_;2019-03-12 09:37;0;9;"Quando uma das suas maiores motivações acadêmicas vira uma piada (sim eu estou falando da economia brasileira)";;;;"1105402367464402944";https://twitter.com/Monteirole_/status/1105402367464402944
@admnews;2019-03-11 20:55;9;9;"Recuperação da economia brasileira reflete no empreendedorismo, segundo pesquisa GEM https://adm.to/2SXsFVS pic.twitter.com/cUlGCkas4X";;;;"1105210555235749889";https://twitter.com/admnews/status/1105210555235749889
@jdalbuquerque;2019-03-12 11:24;1;8;"2- @LiberalPT papagueia, repetidamente, a Estónia como o exemplo mor do crescimento económico, com base num modelo liberal da economia. O que se esquece de dizer, frequentemente, é que a Estónia está no centro dum escândalo de lavagem de dinheiro, fruto da sua falta de regulação";;@LiberalPT;;"1105429455156203520";https://twitter.com/jdalbuquerque/status/1105429455156203520
@ocafezinho;2019-03-12 15:57;0;8;"Chanceler de Bolsonaro esnoba exportações brasileiras à China http://zpr.io/gmsbc";;;;"1105498020311904256";https://twitter.com/ocafezinho/status/1105498020311904256
@geo_diogo;2019-03-12 16:09;1;6;"Ah é muito fácil imaginar. Um gestor que tem um projeto é outro nível. Não teríamos Damares, discussões ideológicas, "meninos vestem azul, meninas vestem rosa". Estaríamos discutindo crescimento econômico , geração de emprego, outro nível. Do qual vc está longe de compreender.";;;;"1105501200147988480";https://twitter.com/geo_diogo/status/1105501200147988480
@abramovay;2019-03-12 11:19;4;5;"Novo relatório mostra que o "desacoplamento" entre crescimento econômico e uso de recursos não está acontecendo: cobertura de @danichiarettihttps://www.valor.com.br/internacional/6155483/onu-alerta-para-esgotamento-de-recursos-naturais …";;@danichiarettihttps;;"1105428136970330112";https://twitter.com/abramovay/status/1105428136970330112
@clubedopairico;2019-03-12 17:35;0;5;"Ahhhhhhhhh se eu tivesse acreditado no rompimento dos R$27,70 da PETR4 como eu falei ... AHhhhhhh se eu tivesse ...";;;;"1105522592767770624";https://twitter.com/clubedopairico/status/1105522592767770624
@ubuntroll;2019-03-12 21:51;0;4;"O partido desta pessoa colocou o HENRIQUE MEIRELLES na PRESIDÊNCIA do Banco Central do Brasil e o JOAQUIM LEVY no MINISTÉRIO DA FAZENDA. E ela acha que tem moral de criticar o sistema financeiro, mesmo tendo dado essa contribuição bilionária. https://twitter.com/gleisi/status/1105553752780689410 …";;;;"1105587053784432642";https://twitter.com/ubuntroll/status/1105587053784432642
@clubedopairico;2019-03-12 14:52;0;4;"volume FORTE na PETR4 ! DE OLHOOOOOOO projetando 104MM de ações pro dia, o dobro da média";;;;"1105481750262808576";https://twitter.com/clubedopairico/status/1105481750262808576
@marcogaucho;2019-03-10 19:41;2;3;"E o que mais chama a atenção é que se apropriaram da Petrobras para entregar seus segredos de pesquisa e estratégias comerciais. Desestabilizaram e agora se adonam. É cúmulo do entreguemos.";;;;"1104829627988611078";https://twitter.com/marcogaucho/status/1104829627988611078
@rebelblack10;2019-03-12 13:10;0;3;"Política de austeridade não gera crescimento econômico";;;;"1105456116023132163";https://twitter.com/rebelblack10/status/1105456116023132163
@PA_Invest;2019-03-12 21:12;0;3;"2014 ainda tentando trabalhar antes do PT quebrar a Petrobrás petr4 gráfico diário (12/03): jacabill para eventual compra ainda está relativamente longe, porém mesmo acionado não teria uma altura de fibonacci ( traçado entre as setas) para ter um bom risco x retorno. pic.twitter.com/NadbnnBGE5";;;;"1105577319421431808";https://twitter.com/PA_Invest/status/1105577319421431808
@FortunaraInvest;2019-03-12 10:37;2;3;"Morning call Minério de ferro (Dalian): +1,91% Oil BRENT: +0,98% Oil WTI: +0,90% Exterior: Asia: (fechado) Europa: (aberto) Tio Sam: (futuros) **Horário que os dados foram coletados 07h36 Bom dia e bons negócios! #IBOV $IBOV #PETR4 #VALE3";;;#IBOV #PETR4 #VALE3;"1105417403058581504";https://twitter.com/FortunaraInvest/status/1105417403058581504
@br_tradingview;2019-03-12 01:10;1;3;"#PETR4 - Cenário diferente? - TradingView - https://br.tradingview.com/chart/PETR4/VKNkncpQ/ …";;;#PETR4;"1105274721606590464";https://twitter.com/br_tradingview/status/1105274721606590464
@victorytrader88;2019-03-12 10:18;0;3;"Behavioral finance pode explicar a reação do mercado! Eu pessoalmente acho o mercado $IBOV muito empolgado, eu mesmo já estive muito, mas estou mais pé no chão. Mas como me lembraram outro dia, o mercado é soberano!";;;;"1105412619756810240";https://twitter.com/victorytrader88/status/1105412619756810240
@pfarma;2019-03-12 14:46;1;2;"Vaga Estágio em Industrialização na Pierre Fabre - Região Serrana do RJ https://pfarma.com.br/estagio/4003-vaga-estagio-em-industrializacao-na-pierre-fabre-regiao-serrana-do-rj.html …";;;;"1105480226312720384";https://twitter.com/pfarma/status/1105480226312720384
@_ihu;2019-03-12 09:00;3;2;"“O Ocidente reduziu a pobreza. A globalização impulsionada pela Europa e pelos Estados Unidos criou as condições para o crescimento econômico de partes inteiras do mundo." http://bit.ly/2XPmk2E";;;;"1105392990309236736";https://twitter.com/_ihu/status/1105392990309236736
@VictorLouSan;2019-03-11 21:07;2;2;"Sem a força do estado, a economia brasileira vai para o buraco.";;;;"1105213587562344448";https://twitter.com/VictorLouSan/status/1105213587562344448
@cremer_23;2019-03-12 14:55;0;2;"vol é risco sim, risco de comprar uma MGLU3 e ter seu dinheiro multiplicado por 190x em 3 anos";;;;"1105482412493025282";https://twitter.com/cremer_23/status/1105482412493025282
@danifarc;2019-03-12 18:06;0;1;"“Qual a importância da tarifa Alves Branco pra industrialização brasileira”...";;;;"1105530602831429633";https://twitter.com/danifarc/status/1105530602831429633
@tiago_gadelha;2019-03-12 03:24;0;1;"Foi para impedir a industrialização, Foi para retaliar contra o fim da escravidão, Foi para deter a federalização, Foi para corroer os pilares da nação. #Monarquia";;;#Monarquia;"1105308590724861954";https://twitter.com/tiago_gadelha/status/1105308590724861954
@EjQuadros;2019-03-11 21:30;0;1;"China lidera o ranking Top 10 das exportações brasileiras no primeiro bimestre de 2019 http://www.grupofni.com.br/noticias.php?id_n=144 …";;;;"1105219358828175365";https://twitter.com/EjQuadros/status/1105219358828175365
@artdatacontabil;2019-03-12 13:19;1;1;"O prazo para envio das informações contábeis e societárias referentes ao ano de 2018 ao Banco Central do Brasil termina neste mês de março. https://www.artdatacontabil.com.br/blog-leitura/def-2019-empresas-com-investimento-e-participacao-estrangeira …";;;;"1105458320603860997";https://twitter.com/artdatacontabil/status/1105458320603860997
@agenciabrasil;2019-03-12 08:00;0;1;"Novo presidente do Banco Central fará primeiro discurso oficial quarta-feira https://bit.ly/2CeqeJ4 Marcelo Camargo/Agência Brasil pic.twitter.com/iC1BCTli7P";;;;"1105377891578273792";https://twitter.com/agenciabrasil/status/1105377891578273792
@br_tradingview;2019-03-12 03:20;0;1;"#MGLU3 - Rompimento de Triangulo Simétrico e Bandeira de Alta! - TradingView - https://br.tradingview.com/chart/MGLU3/8TR9QmB4/ …";;;#MGLU3;"1105307435500109825";https://twitter.com/br_tradingview/status/1105307435500109825
@daltonvieira;2019-03-12 20:31;0;1;"Análise - IBOV, WINJ19, WDOJ19, PETR4, VALE3, MGLU3, HAPV3, TEND3, ESTC3, CSNA3, BRML3, ITSA4, EZTC3 e USIM5. Assista! https://www.youtube.com/watch?v=E5KfgWvJ-lk …";;;;"1105567010359001089";https://twitter.com/daltonvieira/status/1105567010359001089
@daltonvieira;2019-03-11 11:40;0;1;"Prepare-se para o pregão de hoje. Análise - IBOV, WINJ19, WDOJ19, PETR4, VALE3, LIGT3, TET11, TAE11, TEND3, RAIL3, MGLU3, BBAS3 e ESTC3. Assista! https://www.youtube.com/watch?v=3gdGkjDLOG8 …";;;;"1105070904269246464";https://twitter.com/daltonvieira/status/1105070904269246464
@ViktoriaInvest;2019-03-12 19:19;0;1;"Está comprovado q 80% das pessoas vive na Zona de Conforto (e nao quer sair de lá). E 90% perdem na #bolsa. Entao vamos falar dos 20% q nao moram na ZC. 50% se dá bem e 50% tem que aprender melhor. Nao tá fácil? #trading #B3 $IBOV CC @cartadomago @investe10";;@cartadomago @investe10;#bolsa #trading #B3;"1105548824288919552";https://twitter.com/ViktoriaInvest/status/1105548824288919552
@ViktoriaInvest;2019-03-12 18:14;0;1;"eu nao disse mas o fato é que fazer Hedge continua sendo visto como um "extra". É a tal estoria, é mais legal andar de moto s/ capacete - enqto vc n leva um tombo #trading #b3 $IBOV";;;#trading #b3;"1105532479639904257";https://twitter.com/ViktoriaInvest/status/1105532479639904257
@Merval_Surf;2019-03-11 14:20;0;1;"$IBOV #BOVESPA Mini doble apoyo y a por la resistencia dinámica - gráfico #IBOVhttp://es.tradingview.com/chart/IBOV/mLXdabhb/ …";;;#BOVESPA #IBOVhttp;"1105111342581575680";https://twitter.com/Merval_Surf/status/1105111342581575680
@Maluhholiveira;2019-03-12 21:28;0;0;"Hi Galera! Tudo bem com vcs pessoinhas? >>Arrasta para o lado para ver tudo certinho! Hj trouxe um resumo super legal sobre as principais áreas de industrialização na Europa Ocidental,é o… https://www.instagram.com/p/Bu7F_y6l0fG/?utm_source=ig_twitter_share&igshid=1mh7884bcb5f …";;;;"1105581231154978817";https://twitter.com/Maluhholiveira/status/1105581231154978817
@republicanos10;2019-03-12 19:35;0;0;"Cleber Verde vai instalar Frente em Apoio à Produção e Industrialização de Pescado. http://bit.ly/2Hf3Y67 pic.twitter.com/NDy78ytRXY";;;;"1105552794868768770";https://twitter.com/republicanos10/status/1105552794868768770
@AndreRomero177;2019-03-12 17:25;1;0;"A Rússia era um país tão atrasado que parecia cenário de Game of Thrones Aí vem Lenin e Stalin, promovem a maior e mais rápida industrialização que o mundo já viu, elevam a URSS a segunda potência mundial e a esquerda faz o que? "Nossa mas isso é sustentável???"";;;;"1105520099811831808";https://twitter.com/AndreRomero177/status/1105520099811831808
@TitoAurelioJr;2019-03-12 12:41;0;0;""O ex-ministro insistiu na necessidade de um novo ciclo de industrialização, que supere a dependência de investimento estrangeiro e satisfaça o perfil de consumo das... https://www.cartacapital.com.br/politica/elegeram-um-adolescente-tuiteiro-diz-ciro-gomes-sobre-bolsonaro/ …";;;;"1105448711210131456";https://twitter.com/TitoAurelioJr/status/1105448711210131456
@Bella_Cristino;2019-03-12 01:39;0;0;"Vejam esse vídeo do green peace falando sobre a industrialização de carne e laticínios Br https://youtu.be/0ioPI1fW-Mk via @YouTube";;@YouTube;;"1105282128474972161";https://twitter.com/Bella_Cristino/status/1105282128474972161
@movaltnacional;2019-03-11 23:58;0;0;"Não existe desenvolvimento econômico sem industrialização. A destruição de nossa indústria é o denominador comum de todos os... https://www1.folha.uol.com.br/colunas/monicabergamo/2019/03/participacao-da-industria-de-transformacao-no-pib-brasileiro-e-a-menor-desde-1947.shtml …";;;;"1105256800532738048";https://twitter.com/movaltnacional/status/1105256800532738048
@maragato_;2019-03-11 18:03;0;0;"Antes da industrialização tem de vir a agricultura pujante.";;;;"1105167363320832011";https://twitter.com/maragato_/status/1105167363320832011
@fernandoportel9;2019-03-12 13:29;0;0;"Mto mal em política exterior e estratégia presidencial, Preparem um Plano Estratégico da Presidência dentro da evolução do Direito Internacional e das vocações comerciais do Brasil. Menos conflito ideológico e mais pragmatismo. Voltar às energias renováveis e menos dependência.";;;;"1105460722711040000";https://twitter.com/fernandoportel9/status/1105460722711040000
@ExpressoCV;2019-03-12 11:25;0;0;"Direito de resposta à peça intitulada “Para Abrãao Vicente, televisões e rádios privadas não têm estratégias comerciais adequadas” https://ilhas.li/DGKF";;;;"1105429541567250433";https://twitter.com/ExpressoCV/status/1105429541567250433
@djsuler;2019-03-11 14:38;0;0;""Quando o assunto é produção audiovisual, conte com a gente! Não importa onde vai ser divulgado, sabemos produzir o seu conteúdo considerando as particularidades de cada formato de acordo com a sua estratégia." 33 987627586 - Piter Suler Produções Comerciais";;;;"1105115691873652737";https://twitter.com/djsuler/status/1105115691873652737
@Ocalcadao;2019-03-10 14:17;0;0;"Agora é assim: procurador messiânico participa de operação que rasga a constituição, faz acordo com os EUA, obriga estatal do petróleo brasileira a enviar estratégias comerciais e projetos de... https://www.facebook.com/story.php?story_fbid=2379584242053166&id=886432281368377 …";;;;"1104748044606676995";https://twitter.com/Ocalcadao/status/1104748044606676995
@ExpressoCV;2019-03-11 16:44;0;0;"Para Abrãao Vicente, televisões e rádios privadas não têm "estratégias comerciais adequadas" https://ilhas.li/DGK0";;;;"1105147382801547268";https://twitter.com/ExpressoCV/status/1105147382801547268
@Jornal_Canyons;2019-03-12 13:42;0;0;"FGV Prevê Crescimento Econômico de 2,1% em 2019 → O crescimento econômico do país em 2019 pode ficar em torno de 2,1% e a #inflação se manterá em torno de 3,8%, sem necessidade de alta da taxa de juros, a #Selic. (...)pic.twitter.com/ZbvoF8eOsJ";;;#inflação #Selic;"1105464204318904320";https://twitter.com/Jornal_Canyons/status/1105464204318904320
@opopularns;2019-03-12 20:30;0;0;"O segundo mês do ano manteve o crescimento nas exportações de calçados. No mês passado, conforme levantamento elaborado pela Associação Brasileira das Indústrias de Calçados (Abicalçados), foram embarcados... http://www.opopularns.com.br/exportacoes-de-calcados-seguem-em-alta/ …";;;;"1105566882277531650";https://twitter.com/opopularns/status/1105566882277531650
@therezafontoura;2019-03-12 19:49;0;0;"@eikebatista economias, é ruim para as exportações brasileiras, com a atividade de grandes parceiros comerciais do País, como Europa, China e Argentina, perdendo fôlego. O banco tinha previsão de elevação da Selic no segundo semestre, mas mudou a estimativa e agora vê elevação";;@eikebatista;;"1105556415970766848";https://twitter.com/therezafontoura/status/1105556415970766848
@RFLOG;2019-03-12 19:39;0;0;"New Face Informativo Grupo RF Log Publicado em 12/03/2019 Exportações de calçados seguem em alta No segundo mês do ano, conforme levantamento elaborado pela Associação Brasileira das Indústrias de Calçados... https://www.facebook.com/NEWFACE.RFLOG/posts/1899480153493765 …";;;;"1105554043802435585";https://twitter.com/RFLOG/status/1105554043802435585
@leosrodr_;2019-03-12 13:04;0;0;"só 2 dos 3 commodities mais importantes pro Brasil e responsáveis por quase 1/4 das exportações brasileiras deve ser a primeira vez que eu vejo um ministro trabalhando abertamente contra o país https://twitter.com/camposmello/status/1105449876635205632 …";;;;"1105454639774867457";https://twitter.com/leosrodr_/status/1105454639774867457
@ANBABrasilArabe;2019-03-11 20:46;0;0;"As #exportações brasileiras de #frango somaram US$526 milhões em fevereiro, um aumento de 6,3% sobre o mesmo mês do ano passado, segundo a @AbpaBR. Dos dez maiores mercados do #Brasil no primeiro bimestre, metade é #árabe. https://anba.com.br/asia-fez-exportacao-de-frango-crescer-em-fevereiro/ …";;@AbpaBR;#exportações #frango #Brasil #árabe;"1105208305973116930";https://twitter.com/ANBABrasilArabe/status/1105208305973116930
@aviNEWS_Brasil;2019-03-11 19:47;0;0;"O principal destaque do mês foi a #China , que assumiu a liderança entre os destinos das #exportações brasileiras em fevereiro. Veja!!! #avicultura #carnedefrango #aviculturadecorte @AbpaBRhttps://avicultura.info/pt-br/exportacoes-carne-de-frango-fevereiro-2019/ …";;@AbpaBRhttps;#China #exportações #avicultura #carnedefrango #aviculturadecorte;"1105193581990629376";https://twitter.com/aviNEWS_Brasil/status/1105193581990629376
@gazetatoledo;2019-03-11 17:00;0;0;"As exportações brasileiras de carne bovina - que consideram o produto in natura, industrializado, além de cortes salgados e miúdos - tiveram avanço... https://www.gazetatoledo.com.br/NOTICIA/42933/EXPORTACAO_DE_CARNE_BOVINA_AVANCA_67_NO_PRIMEIRO_BIMESTRE_DIZ_ABIEC#.XIZdKChKjIU …";;;#;"1105151475251064832";https://twitter.com/gazetatoledo/status/1105151475251064832
@rum_ao;2019-03-11 18:51;0;0;"O que fez o brasil subir da 13ª pra 6ª foram as consequencias da revolução industrial. Os EUA estavam em guerra, o dolar tava em baixa. Ficou "mais facil" para os governantes brincar de gerente/superintendente, tanto é que a economia mundial estava em alta.";;;;"1105179359290290179";https://twitter.com/rum_ao/status/1105179359290290179
@direitos_do;2019-03-12 20:30;0;0;"Viabilidade econômico-financeira do Grupo de Consórcio. O Banco Central do Brasil, no o art. 7° da Circular 3.432/2009 regulamentou, estabelecendo os itens de composição desta… https://www.instagram.com/p/Bu6_aKBF2cl/?utm_source=ig_twitter_share&igshid=5ruhr1gxeml4 …";;;;"1105566745853489152";https://twitter.com/direitos_do/status/1105566745853489152
@COOPINCOR;2019-03-12 19:51;0;0;"Presidente do Banco Central do BrasilRoberto Campos Neto defende estímulo ao cooperativismo. Durante sabatina realizada no Senado nesta terça-feira, 26, o novo presidente do Banco Central do Brasil, Roberto Campos... https://www.facebook.com/Coopincor/videos/2093721800742604/ …";;;;"1105557003643047937";https://twitter.com/COOPINCOR/status/1105557003643047937
@AgenciaUna;2019-03-12 18:49;0;0;"Consumidor mais exigente reaquece o mercado imobiliário em 2019 O PIB do Brasil promete crescer 2,30%, de acordo com a pesquisa Focus a pedido do Banco Central. Isso representa um aquecimento da economia do país para 2019. O mercado... http://bit.ly/Mercado_Imobiliario_2019 …";;;;"1105541283647508481";https://twitter.com/AgenciaUna/status/1105541283647508481
@EngLuiz_Alberto;2019-03-12 18:28;0;0;"Obrigado Dra. Mª Lucia Fatorelli pelo alerta "(...) o grande privilegiado no Brasil é o mercado financeiro, que ganhou mais de meio trilhão com a “crise” produzida pela política monetária do Banco Central e ganhará mais ainda com essa PEC 6/2019. https://twitter.com/mlfattorelli/status/1105104110980947968 …";;;;"1105535933842108416";https://twitter.com/EngLuiz_Alberto/status/1105535933842108416
@DSilvaEcon;2019-03-12 15:22;0;0;"Apesar da surpresa para cima no headline do IPCA de fevereiro (mas núcleos novamente muito bem comportados), a Novus Capital voltou a figurar no ranking Top 5 de Curto Prazo (IPCA) do Banco Central do Brasil Para o IPCA de março, nossa estimativa prelim…https://lnkd.in/eD3Pcv7";;;;"1105489158146002946";https://twitter.com/DSilvaEcon/status/1105489158146002946
@FilipeVillegas;2019-03-12 14:34;0;0;"Galvão? Fala Tino... Sentiu! B2W (BTOW3 -3,98% R$48,47) Lojas Americanas (LAME4 -2,32% R$19,81) Magazine Luiza (MGLU3 -1,54% R$179,75) https://www.valor.com.br/empresas/6156079/mercado-livre-anuncia-oferta-de-acoes-de-us-185-bilhao …";;;;"1105477094027481088";https://twitter.com/FilipeVillegas/status/1105477094027481088
@daltonvieira;2019-03-12 11:40;0;0;"Prepare-se para o pregão de hoje. Análise - IBOV, WINJ19, WDOJ19, PETR4, VALE3, LIGT3, MGLU3, TEND3, ESTC3, CSNA3 e BRML3. Assista! https://www.youtube.com/watch?v=pn3w7PKuUzY …";;;;"1105433294706012160";https://twitter.com/daltonvieira/status/1105433294706012160
@yuri_landia;2019-03-11 04:25;0;0;"Nessa ano minha carteira apostou principalmente em Droga Raia (RADL3), Banco Inter (BIDI4), Magazine (MGLU3 sei até de cor ) Suzano (SUZB3), Itaú (ITAUSA) e Petrobras (PETR4). 80% da composição da minha carteira. Os outro 20% vai depender de alguma janela de oportunidade.";;;;"1104961410524680192";https://twitter.com/yuri_landia/status/1104961410524680192
@fabiofocus;2019-03-10 22:51;0;0;"Entendo! Mas qual seria o valor de MGLU3 hj ? Seria valor de mercado dividido pelo nrs de ações isso ? 34Bi ÷ 190.591.000 +- 178,00 por ação isso ? Se for isso faz sentido o valor da ação.";;;;"1104877436825731073";https://twitter.com/fabiofocus/status/1104877436825731073
@daltonvieira;2019-03-11 20:37;0;0;"Análise - IBOV, WINJ19, WDOJ19, PETR4, VALE3, LIGT3, MGLU3, TEND3, ESTC3, CSNA3 e BRML3. Assista! https://www.youtube.com/watch?v=pn3w7PKuUzY …";;;;"1105206256166412288";https://twitter.com/daltonvieira/status/1105206256166412288
@richardhjr;2019-03-12 20:39;0;0;"- IBOV, WINJ18, WDOH18, PETR4, VALE3, CESP6, ITUB4 e ABEV3 https://invst.ly/6n6ge";;;;"1105569094831665152";https://twitter.com/richardhjr/status/1105569094831665152
@MisterBrunooo;2019-03-12 00:47;0;0;"seems like i was wrong on that short. But yeah, i was short way above and had a stop at about 27$. This is the new entry i'm taking. Possible bullish scenario, which could mean that the oil rally isn't done. #Petr4 $USOIL #Oilpic.twitter.com/XZnGgOc2fK";;;#Petr4 #Oilpic;"1105268963385188353";https://twitter.com/MisterBrunooo/status/1105268963385188353
@pardoTRADER;2019-03-12 21:15;0;0;"#EWZ $EWZ #IBOV $IBOV dolarizado pic.twitter.com/4tUDQVATda";;;#EWZ #IBOV;"1105578055643381760";https://twitter.com/pardoTRADER/status/1105578055643381760
@pardoTRADER;2019-03-12 21:15;0;0;"Veja como foi o fechamento do #IBOV $IBOV hoje pic.twitter.com/NODxHTe5F4";;;#IBOV;"1105578033187119104";https://twitter.com/pardoTRADER/status/1105578033187119104
@ViktoriaInvest;2019-03-12 17:52;0;0;"E ai, voce acha que vai ter sucesso no #trading ou na #b3 escarrapachado na sua #ZonaDeConforto $IBOV pic.twitter.com/QyiQqhh6R9";;;#trading #b3 #ZonaDeConforto;"1105527101879398401";https://twitter.com/ViktoriaInvest/status/1105527101879398401
@guerradaniel10;2019-03-12 11:30;0;0;"$IBOV em dolar https://twitter.com/papini_victor/status/1105428396400627713 …";;;;"1105430876610023424";https://twitter.com/guerradaniel10/status/1105430876610023424
@esbolsa;2019-03-12 05:43;0;0;"La #bolsa de #SaoPaulo sube un 2.79% y su índice #Ibovespa, cerró en los 98,026.62 puntos #Brasil #Ibov $IBOV";;;#bolsa #SaoPaulo #Ibovespa #Brasil #Ibov;"1105343639620706304";https://twitter.com/esbolsa/status/1105343639620706304------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
