username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
@BresserPereira;2019-02-06 13:45;5;19;"Qual é o problema da indústria brasileira? Depois de uma brutal recessão (2014-2016) a economia brasileira voltou a crescer, mas muito lentamente. Os resultados da indústria de transformação são especialmente... https://www.facebook.com/bresserpereira/posts/2569130833128752 …";;;;"1093143674228273152";https://twitter.com/BresserPereira/status/1093143674228273152
@elpais_brasil;2019-02-06 14:40;0;18;"Responsável pelas Américas na instituição acredita em recuperação da economia brasileira com agenda econômica de Bolsonaro http://ow.ly/fFnD30nBjmK";;;;"1093157395839283200";https://twitter.com/elpais_brasil/status/1093157395839283200
@joseeustaquios4;2019-02-07 21:17;0;17;"Sao pequenos produtores , que ajudam a alavancar a economia brasileira, principalmente na area de hortifrutigranjeiros, com a declaraçao do enquadramento como pequeno produtor , podera solicitar emprestimos rural junto aos bancos, melhorando a produçao desse seguimento.";;;;"1093619686489628672";https://twitter.com/joseeustaquios4/status/1093619686489628672
@ThiagoNigro;2019-02-07 16:10;2;17;"O problema de darmos conselhos como “compre MGLU3” e “compre bitcoin” é que a pessoa que está ouvindo dificilmente vai entender o racional por trás da decisão (na maioria das vezes ela nem quer saber do racional), ela vai ancorar decisão na opinião de quem deu o conselho.";;;;"1093542548478537734";https://twitter.com/ThiagoNigro/status/1093542548478537734
@victorytrader88;2019-02-06 11:31;0;16;"$IBOV 99.000 hoje? . Nem vou falar em 100.000 por enquanto, senão dá azar.... . Abriu pra baixo mas o dia é longo!";;;;"1093110039135600645";https://twitter.com/victorytrader88/status/1093110039135600645
@pedrostrader;2019-02-06 21:17;0;14;"trigger insano se confirmado amanhã! $PETR4 $PBR";;;;"1093257388147249152";https://twitter.com/pedrostrader/status/1093257388147249152
@celesttes64;2019-02-07 20:13;3;13;"Agronegócio carro chefe da economia brasileira!";;;;"1093603613971226624";https://twitter.com/celesttes64/status/1093603613971226624
@gtb_games;2019-02-07 12:17;0;12;"Por que retirar "benefícios" de jovens? Não seria melhor capacitá-los em determinados áreas de atuação na sociedade para que, ao mesmo tempo que movimenta a economia brasileira, diminui a informalidade e o desemprego?";;;;"1093483907931086848";https://twitter.com/gtb_games/status/1093483907931086848
@heluveitie;2019-02-07 14:27;5;11;"só acho que, com o capitalismo e a industrialização farmacêutica o mundo simplesmente deixou de olhar para as alternativas holísticas E pra ser sincero? Eu creio que a natureza é o bem maior nesse mundo, tudo que a gente procura, as respostas vão estar lá de qualquer forma";;;;"1093516698454503424";https://twitter.com/heluveitie/status/1093516698454503424
@Pernelle3;2019-02-07 03:33;1;11;"BBAS3, OIBR3, SUZB3( minha ação favorita), PETR4, CEMIG4, FJTA4 , VVAR3, VALE3.";;;;"1093352119262957568";https://twitter.com/Pernelle3/status/1093352119262957568
@cris_aint_br;2019-02-07 23:01;0;8;"Não entra na dele. Não teve 40 milhões de execuções. O que houve foi fome. Os regimes queriam acelerar a industrialização e essas políticas desabasteceram as regiões rurais. Planejamento econômico ruim.";;;;"1093645938852274176";https://twitter.com/cris_aint_br/status/1093645938852274176
@JorgeCarmo9;2019-02-06 12:44;3;8;"#Portugal #turismo #news Visibilidade internacional de Portugal faz com que turismo e hotelaria aumentem em 2019. A #WebSummit e a #Eurovision trouxeram atenção mas também crescimento económico. https://jornaleconomico.sapo.pt/noticias/visibilidade-internacional-de-portugal-faz-com-que-turismo-e-hotelaria-aumentem-em-2019-407050#.XFrWQFJpRzc.twitter …pic.twitter.com/8KFJphMmko";;;#Portugal #turismo #news #WebSummit #Eurovision #;"1093128217341427712";https://twitter.com/JorgeCarmo9/status/1093128217341427712
@AmaralGmail;2019-02-06 23:41;2;7;"Se conseguirem se aposentar, pq o desemp só sobe! A ind brasileira está sendo minada, as importações já estão sobrepondo as exportações, as instits públ minimizadas, o agroneg vai ser minado pelo uso excessivo de agrotóx e ñ terá merc ext, enfim, a felicidade será mm passageira!";;;;"1093293737277644801";https://twitter.com/AmaralGmail/status/1093293737277644801
@revistavoto;2019-02-06 22:00;5;6;"Dados do Ministério da Economia mostram que as exportações brasileiras atingiram US$18,5 bilhões em janeiro, o maior valor para o mês em 30 anos. pic.twitter.com/LJa9GrWBhI";;;;"1093268258990575616";https://twitter.com/revistavoto/status/1093268258990575616
@CNI_br;2019-02-06 13:02;2;6;"Estudo da CNI revela que a expansão da economia brasileira foi diretamente impactada pelo tabelamento do frete. A medida elevou inflação em 0,34 ponto e reduziu o PIB de 2018 em R$7 bilhões. Além disso, 203 mil postos de trabalho deixaram de ser criados. http://bit.ly/2MT0ENR pic.twitter.com/y8ZdLLSd6W";;;;"1093132805305970690";https://twitter.com/CNI_br/status/1093132805305970690
@tonymendonca;2019-02-07 17:05;2;5;"A incapacidade que a maioria das pessoas têm de analisar dialeticamente a realidade é tamanha que não percebem o liame entre a crise política provocada pela oposição no 2º mandato da presidenta Dilma e o declínio da economia brasileira, por isso culpam o PT por “quebrar” o País.";;;;"1093556438725812224";https://twitter.com/tonymendonca/status/1093556438725812224
@_iGUInorado_;2019-02-06 14:27;0;4;"Oi xuxu, sei que na sua região você come de forma doce e tudo bem né. É que na região do norte e nordeste a maioria das pessoas comem o açaí puro como uma refeição, sem todo o doce ou industrialização";;;;"1093154210143748097";https://twitter.com/_iGUInorado_/status/1093154210143748097
@SSQNS1;2019-02-07 10:06;0;4;"Petr4 em boas mãos https://twitter.com/valoreconomico/status/1093443107021049856 …";;;;"1093451019818815489";https://twitter.com/SSQNS1/status/1093451019818815489
@Merval_Surf;2019-02-07 13:33;0;4;"$IBOV #BOVESPA Sigue entubado en busca de esos 100K - #IBOV charthttp://www.tradingview.com/chart/IBOV/eEJ79e2Z-IBOV-BOVESPA-Sigue-entubado-en-busca-de-esos-100K/ …";;;#BOVESPA #IBOV;"1093503037799157761";https://twitter.com/Merval_Surf/status/1093503037799157761
@ViktoriaInvest;2019-02-06 20:46;1;4;"O $IBOV caiu. O q aconteceu? Minha interpretacao da situacao que, como toda #ironia, pode ter um fundinho de verdade. Fica tranquilo o cenario ainda é altista e tem espaco p/ cair mais. Link do @andradevini3 https://twitter.com/andradevini3/status/1092516503247904769 … CC @hbredda @sergiosanita @cafecomferripic.twitter.com/eBvGgLfZ0T";;@andradevini3 @hbredda @sergiosanita @cafecomferripic;#ironia;"1093249635815227395";https://twitter.com/ViktoriaInvest/status/1093249635815227395
@bonluseo;2019-02-06 22:32;0;3;"eu tenho em mente que a partir do momento que algum animal sofre/morre para a fabricação e a industrialização de algum produto, ele NÃO É VEGANO sendo assim, esse é o meu pensamento e de milhares de pessoas e é a realidade";;;;"1093276322850312192";https://twitter.com/bonluseo/status/1093276322850312192
@PeridoRuraltins;2019-02-06 11:56;0;3;"Ótima iniciativa deputado, eu regulamentaria e incentivaria muito mais a industrialização e a comercialização de produtos oriundos da Agr. Familiar. VALORIZARIA mais o Ruraltins, pois promove o desenvolvimento sustentável do nosso estado. Obrigado pelo espaço.";;;;"1093116179948978176";https://twitter.com/PeridoRuraltins/status/1093116179948978176
@aeiouva;2019-02-07 16:49;1;3;"Pergunta ao leitor: Pauta pró povo seria incentivar um crescimento econômico insustentável, baseado no crédito fácil; desviar grana q deveria ser empregada em infraestrutura, p/financiar ditaduras de esquerda; e lotar as estatais de corruptos cooptados p/apoiar a base governista?";;;;"1093552457580457984";https://twitter.com/aeiouva/status/1093552457580457984
@Voberjunior;2019-02-06 01:43;1;3;"Seria bom e responsável que o anúncio dessa arrecadação eficiente, rápida e derivada de espetacular crescimento econômico no RN viesse acompanhado de documentos, números, fontes, etc. Vamos esperar.";;;;"1092962029281763329";https://twitter.com/Voberjunior/status/1092962029281763329
@raantonelli;2019-02-07 11:46;2;3;"O Brasil tem um novo governo, agora o presidente do banco central é ex funcionário de T.I. do Santander, que já usa o XRP, ele quer inovar com blockchain e moeda digital, qual será a moeda adotada ???";;;;"1093476206777896960";https://twitter.com/raantonelli/status/1093476206777896960
@clubedopairico;2019-02-07 17:23;0;3;"PETR4 bateu R$24,66 já tá R$24,95 ! é aquela ... Petro sendo Petro ! ;) hehehe";;;;"1093560884318883840";https://twitter.com/clubedopairico/status/1093560884318883840
@agricfinanceiro;2019-02-06 23:19;0;3;"Hoje por exemplo eu vendi puts de PETR4 14% OTM, mas tenho grana na renda fixa para cobrir caso eu seja exercido. Espero que PETRO não caia 14% até lá, mas se acontecer, eu posso rolar, ou ser exercido e vender call depois.";;;;"1093288068935811072";https://twitter.com/agricfinanceiro/status/1093288068935811072
@ADVFNBrasil;2019-02-06 21:04;1;3;"Análise – IBOV, WING19, WDOH19, PETR4, VALE3, SUZB3, BRFS3 e BBDC4 http://br.advfn.com/jornal/2019/02/analise-ibov-wing19-wdoh19-petr4-vale3-suzb3-brfs3-e-bbdc4/ …";;;;"1093254010176454657";https://twitter.com/ADVFNBrasil/status/1093254010176454657
@FortunaraInvest;2019-02-06 09:55;0;3;"Morning call Oil BRENT: -0,98% Oil WTI: -0,97% Exterior: Asia: (fechado) Europa: (aberto) Tio Sam: (futuros) **Horários que os dados foram coletados 07h55 Bom dia e bons negócios! #IBOV $IBOV #PETR4";;;#IBOV #PETR4;"1093085748964835328";https://twitter.com/FortunaraInvest/status/1093085748964835328
@luizegidio;2019-02-06 14:38;1;2;"Penso da mesma forma senador! E acabar com incentivos fiscais à industrialização também não aumenta a arrecadação. Precisamos incentivar a instalação de indústrias no estado! E manter as existentes!";;;;"1093156954548117505";https://twitter.com/luizegidio/status/1093156954548117505
@albuquerquekaly;2019-02-06 13:26;0;2;"Esses perfis comerciais que saem curtindo todas as fotos do feed pra ver se a pessoa segue/curte de volta: não vai rolar. Essa estratégia não é boa.";;;;"1093138892499365893";https://twitter.com/albuquerquekaly/status/1093138892499365893
@Duarte_Cau;2019-02-07 17:47;0;2;"FMI:“O debate d políticas públicas na América Latina continua girando em torno d temas dos anos 80” https://buff.ly/2TBJffh Responsável pelas Américas na instituição acredita em recuperação da economia brasileira c/agenda econômica d Bolsonaro @pavarini @lolaescreva @LFeministepic.twitter.com/yzNMwImqWE";;@pavarini @lolaescreva @LFeministepic;;"1093566817279332354";https://twitter.com/Duarte_Cau/status/1093566817279332354
@GiuliPerri;2019-02-06 21:00;0;2;"Alguém mais por aqui acha que o ILAN GOLDFAJN, foi um super presidente do Banco Central do Brasil ? Precisamos de mais Ilans ! Simbora Brasil";;;;"1093253041254526976";https://twitter.com/GiuliPerri/status/1093253041254526976
@trocadopdg;2019-02-07 09:30;1;2;"Tava achando que não tinha dinheiro para investir na bolsa? ‘Errou otário!’ https://link.medium.com/XXhZVLiS6T #ibovespa #BolsaDeValores #Petr4 #ITSA4 #Vale3 #dinheiro #IndependenciaFinanceira";;;#ibovespa #BolsaDeValores #Petr4 #ITSA4 #Vale3 #dinheiro #IndependenciaFinanceira;"1093441750709035008";https://twitter.com/trocadopdg/status/1093441750709035008
@upsidepredictor;2019-02-07 01:06;1;2;"Seguem as últimas projeções para IBOV, PETR4 e VALE3. Depois dos últimos movimentos as projeções ficaram bem pessimistas. Vamos acompanhar pic.twitter.com/2lqWOxb8Zs";;;;"1093314968106295296";https://twitter.com/upsidepredictor/status/1093314968106295296
@ViktoriaInvest;2019-02-07 18:17;0;2;"parece que ursinhos c/ mta bala na agulha atacaram hj no patamar dos 95700 e curso do $IBOV desliza mais 2000 pontos +/- 1000 abaixo de ontem pic.twitter.com/GjzjbydROm";;;;"1093574437016924162";https://twitter.com/ViktoriaInvest/status/1093574437016924162
@victorytrader88;2019-02-06 19:51;0;2;"Aviso aos supersticiosos: falar que $IBOV vai bater 99.000 dá muito mais azar do que 100.000!";;;;"1093235637803773952";https://twitter.com/victorytrader88/status/1093235637803773952
@billi_teologia;2019-02-07 01:30;0;1;"A industrialização da felicidade quando dá as mãos com o sagrado gera toda sorte de crenças vãs que tornam o homem ainda mais infeliz. https://gab.ai/billi_teologia/posts/48096182 …";;;;"1093320969467367424";https://twitter.com/billi_teologia/status/1093320969467367424
@Daniel_Roots;2019-02-06 19:57;0;1;"Enquanto isso segue a desindustrialização do país,não há projeto para retomar a industrialização,não há projeto para fomentar a pesquisa nas universidades federais. Voltaremos a ser país exportador de produtos agrícolas,importando produtos industrializados e com cerveja artesanal";;;;"1093237363537514502";https://twitter.com/Daniel_Roots/status/1093237363537514502
@martinoia_;2019-02-06 11:52;0;1;"eu "discordo" de muita coisa também. nao ter diversificado a economia com um plano de industrializaçao quando o petroleo tava ençm alta, nao ter aprofundado o processo de socialização do poder, através das comunas, etc. Nada disso muda o que disse antes, então waters tá certo.";;;;"1093115207835152386";https://twitter.com/martinoia_/status/1093115207835152386
@Fieg_Oficial;2019-02-06 10:23;2;1;"#GovernoGoiás #ReinstituiçãoIncentivosFiscais "Indústrias estão pagando a conta, mas ninguém mexe na agricultura. Temos uma farra de tradings em Goiás, com incentivo à exportação dos grão, e não à industrialização da matéria-prima no Estado", frisa @sandromabel.";;@sandromabel;#GovernoGoiás #ReinstituiçãoIncentivosFiscais;"1093092904736833538";https://twitter.com/Fieg_Oficial/status/1093092904736833538
@flammingus;2019-02-05 17:23;0;1;"puts netflix comprou o filme do ted bundy amém às vezes eu gosto das estratégias comerciais das empresas";;;;"1092836147145908224";https://twitter.com/flammingus/status/1092836147145908224
@DATAGRO;2019-02-07 21:50;0;1;"Com destaque para produtos do agro, exportações brasileiras devem crescer 20% nos próximos quatro anos http://ow.ly/M9uP30nCc5Q";;;;"1093627978096001024";https://twitter.com/DATAGRO/status/1093627978096001024
@Transvias;2019-02-07 17:45;1;1;"#Economia: Exportações brasileiras atingem o maior volume dos últimos cinco ano - https://noticias.transvias.com.br/2019/02/07/exportacoes-brasileiras-atingem-o-maior-volume-dos-ultimos-cinco-anos/ …pic.twitter.com/DSen7OfDQi";;;#Economia;"1093566416077361152";https://twitter.com/Transvias/status/1093566416077361152
@ANBABrasilArabe;2019-02-07 17:30;0;1;"As #exportações brasileiras de #carne de #frango totalizaram 281,8 mil toneladas em janeiro, um recuo de 14,7% sobre o mesmo mês de 2018. A receita foi de US$453 milhões, uma queda de 12,9%. As informações são da @AbpaBR. #Agronegócio #Aviculturahttps://anba.com.br/exportacoes-de-carne-de-frango-cairam-em-janeiro/ …";;@AbpaBR;#exportações #carne #frango #Agronegócio #Aviculturahttps;"1093562588418502656";https://twitter.com/ANBABrasilArabe/status/1093562588418502656
@BrunoMoraesReg2;2019-02-07 22:16;0;1;"De acordo com o Banco Central do Brasil, a tal moça se trata de um efígie simbólica, uma figura que representa a República. Inclusive, o rosto nas notas do Real foi inspirado na pintura Liberdade Guiando o Povo, do francês Eugène Delacroix. Mundoestranho";;;;"1093634570682068992";https://twitter.com/BrunoMoraesReg2/status/1093634570682068992
@btcbrasilnews;2019-02-07 19:39;1;1;"ECONOMISTA INDICADO PARA ASSUMIR A PRESIDÊNCIA DO BANCO CENTRAL DO BRASIL PRETENDE PRIORIZAR BLOCKCHAIN https://btcbrasil.com.br/post/economista-indicado-para-assumir-a-presidencia-do-banco-central-do-brasil-pretende-priorizar-blockchain … #criptomoeda #bitcoin #btcbrasil #bitcoinbrasil #cryptocurrency #noticiasbitcoin #bitcoinnoticias #criptomoedas #btcbrasilnews #btc";;;#criptomoeda #bitcoin #btcbrasil #bitcoinbrasil #cryptocurrency #noticiasbitcoin #bitcoinnoticias #criptomoedas #btcbrasilnews #btc;"1093595168396267526";https://twitter.com/btcbrasilnews/status/1093595168396267526
@BRTradeSolution;2019-02-07 20:30;0;1;"|RADAR DE MERCADO - 07.02.2019| Seguem os papéis que fecharam na sua máxima e mínima do dia e os papéis com as maiores e menores oscilações. #MGLU3 #MRFG3pic.twitter.com/QOGyPkfR0U";;;#MGLU3 #MRFG3pic;"1093607898620538881";https://twitter.com/BRTradeSolution/status/1093607898620538881
@marceloducafi;2019-02-07 17:45;1;1;"Compra Mglu3 a rodo meu filho https://twitter.com/ThiagoNigro/status/1093462877808267266 …";;;;"1093566499661512705";https://twitter.com/marceloducafi/status/1093566499661512705
@KalvinRW;2019-02-07 14:20;0;1;"Pare de assistir “ Todo Mundo Odeia o Chris” e vá estudar educação financeira e investimentos. ...... e compre ações da MGLU3 kkkk";;;;"1093514784904044547";https://twitter.com/KalvinRW/status/1093514784904044547
@francaabruno;2019-02-07 10:57;0;1;"Pq não comprou Mglu3?";;;;"1093463876589502464";https://twitter.com/francaabruno/status/1093463876589502464
@FernandoAranh12;2019-02-06 19:09;0;1;"MGLU3";;;;"1093225104576835584";https://twitter.com/FernandoAranh12/status/1093225104576835584
@clubedopairico;2019-02-07 18:49;0;1;"de olho num possível teste dos R$25,00 da PETR4 !!!";;;;"1093582492949450752";https://twitter.com/clubedopairico/status/1093582492949450752
@lomasmilrayitas;2019-02-06 23:20;1;1;"$IBOV, descansando pic.twitter.com/bd232gQir7";;;;"1093288336968552449";https://twitter.com/lomasmilrayitas/status/1093288336968552449
@tramposma;2019-02-07 13:51;0;0;". . NOVA VAGA de ESTÁGIO: Comercial . Função: . - Elaborar estratégia de vendas; - Desenvolver parcerias comerciais; - Atendimento comercial aos clientes. . Requisitos: . - Estar… https://www.instagram.com/p/BtlTeoMHml6/?utm_source=ig_twitter_share&igshid=42k5gqj2a64y …";;;;"1093507457580642305";https://twitter.com/tramposma/status/1093507457580642305
@ferreirademelo_;2019-02-07 13:02;0;0;"O acompanhamento promove segurança jurídica aos empreendedores, garantindo o devido sigilo das informações compartilhadas entre os futuros sócios, por exemplo, se houver sido desenvolvido plano de negócios, planejamento orçamentário, estratégias financeiras e comerciais. pic.twitter.com/TL98pFjt5e";;;;"1093495118353567745";https://twitter.com/ferreirademelo_/status/1093495118353567745
@CientistaDGente;2019-02-07 12:12;0;0;"Isso dá um case de estratégias comerciais... Seduzir o cliente ou colaborador...";;;;"1093482738370387968";https://twitter.com/CientistaDGente/status/1093482738370387968
@ComunidadeMV;2019-02-05 23:31;0;0;"Para sobreviver em um mercado cada vez mais competitivo, operadoras de Saúde precisam prestar contas, entender custos e gastos inconvenientes e planejar estratégias comerciais. Conheça 6 funcionalidades essenciais de um ERP Financeiro/Contábil: https://goo.gl/ASv5g2 pic.twitter.com/Aoe1rG5Z0H";;;;"1092928706866237445";https://twitter.com/ComunidadeMV/status/1092928706866237445
@cafecomvagas;2019-02-05 01:08;0;0;"GERENTE COMERCIAL (PJ) Acompanhamento e orientação aos representantes comerciais; Alinhamento e controle de metas, estratégias comerciais, participação em feiras; Atendimento em várias regiões (Brasil); Responsável... https://www.facebook.com/cafecomvagas/posts/2013291772125652 …";;;;"1092590808824451072";https://twitter.com/cafecomvagas/status/1092590808824451072
@luizsalmeron;2019-02-06 11:18;0;0;"ODS 8 - Trabalho Descente e Crescimento Econômico . . . Promover o crescimento econômico sustentado, inclusivo e sustentável, emprego pleno e produtivo e trabalho decente para todas e… https://www.instagram.com/p/BtidNfJngp4/?utm_source=ig_twitter_share&igshid=zfcpt20taaj5 …";;;;"1093106645171810304";https://twitter.com/luizsalmeron/status/1093106645171810304
@eusouaquelequee;2019-02-07 22:35;0;0;"O BNDES financia exportações de empresas brasileiras para mais de 40 países. Essas exportações referem-se a bens e serviços de alto valor agregado, como aeronaves, ônibus, caminhões e bens e serviços de engenharia. Ao contrário do que comumente é noticiado,";;;;"1093639414121672704";https://twitter.com/eusouaquelequee/status/1093639414121672704
@grupovsantos;2019-02-07 15:55;0;0;"Desafios à Competitividade das Exportações Brasileiras https://www.vsantos.com.br/desafios-a-competitividade-das-exportacoes-brasileiras/ …";;;;"1093538801643864064";https://twitter.com/grupovsantos/status/1093538801643864064
@JesuinoYahoo;2019-02-06 23:36;0;0;"As exportações brasileiras não tem revertido em empregabilidade em investimentos em tecnologia em ampliação e ofertas infraestruturais exportação sem industrialização sem agregar valor não deixa grandes lucratividade para o crescimento econômico interno do Brasil";;;;"1093292344584138754";https://twitter.com/JesuinoYahoo/status/1093292344584138754
@engsergiofranco;2019-02-06 15:39;0;0;"Economia Brasileira só faz sucesso nas exportações, porque no mercado interno contínua um fiasco. A causa disso ê um IMPOSTO DE RENDA VULTUOSO PARA TRABALHADORES. O GOVERNO TEM PRIVATIZAR ESTATAIS DEFICITÁRIAS E ACABAR COM MORDOMIAS EXIGIR COMPETENCIA, ASSIDUIDADE E QUALIDADE";;;;"1093172233042825217";https://twitter.com/engsergiofranco/status/1093172233042825217
@MarceloHammer;2019-02-06 15:23;1;0;"Exportações brasileiras superam em 2,19 bilhões a importações... Eita Bolsonaro malvadão. #OABcontraBrasileMoro";;;#OABcontraBrasileMoro;"1093168370780958721";https://twitter.com/MarceloHammer/status/1093168370780958721
@PauloMannes;2019-02-07 16:20;0;0;"Indicado pelo presidente Jair Bolsonaro para presidir o Banco Central do Brasil (Bacen), o economista Roberto Campos Neto mencionou em carta ao Senado que vai priorizar a inserção do Banco nas novas tecnologias e, entre elas, a blockchain. https://www.criptomoedasfacil.com/nome-indicado-por-bolsonaro-e-paulo-guedes-para-a-presidencia-do-bacen-quer-priorizar-blockchain/ …";;;;"1093545075601276934";https://twitter.com/PauloMannes/status/1093545075601276934
@cmjornal;2019-02-07 11:45;0;0;"Cm ao Minuto - Banco central do Brasil mantém taxas de juro em 6,5%, valor mais baixo de sempre https://www.cmjornal.pt/cm-ao-minuto/detalhe/banco-central-do-brasil-mantem-taxas-de-juro-em-65-valor-mais-baixo-de-sempre …";;;;"1093475880272363520";https://twitter.com/cmjornal/status/1093475880272363520
@EnfermeiroEvan1;2019-02-07 08:49;0;0;"Ficar rico no Brasil, rápido? Só tem três opções: ganhar na mega sena acumulada , assaltar o banco central e/ou virar laranja do PT. rsrsrsrsrsrs";;;;"1093431597305597952";https://twitter.com/EnfermeiroEvan1/status/1093431597305597952
@Verdades_br_;2019-02-06 22:39;0;0;"O Banco Central do Brasil trabalha para os bancos, não trabalha para o povo brasileiro.";;;;"1093277975993372672";https://twitter.com/Verdades_br_/status/1093277975993372672
@ligiadeslandes;2019-02-06 21:57;0;0;"Quando a gente diz que o Banco Central do Brasil é o grande interlocutor do Golpe que vivemos tem gente que fica chateado. O BCB é diretamente responsável por tirar dinheiro de nossa… https://www.instagram.com/p/BtjmYP8g25z/?utm_source=ig_twitter_share&igshid=va4ahzcqudpt …";;;;"1093267544276959243";https://twitter.com/ligiadeslandes/status/1093267544276959243
@sigaclaudemyr;2019-02-06 21:49;0;0;"Os bancos com autorização do banco Central do Brasil cometem juros abusivos uma AGIOTAGEM legalizada, pois veja os juros dos empréstimos 6,75 ao mês e as vezes mais. https://www1.folha.uol.com.br/mercado/2019/02/banco-central-mantem-taxa-de-juros-em-65-ao-ano.shtml?utm_source=facebook&utm_medium=social&utm_campaign=compfb …";;;;"1093265571792257027";https://twitter.com/sigaclaudemyr/status/1093265571792257027
@osteoclin;2019-02-07 23:11;0;0;"Esse post me colocou pensativo: você ficaria short em MGLU3 e long em VVAR3?";;;;"1093648498942271491";https://twitter.com/osteoclin/status/1093648498942271491
@sunoresearch;2019-02-06 23:45;0;0;"MGLU3 - Saiba Tudo Sobre As Ações da Magazine Luiza S.A. http://bit.ly/2DqEG28";;;;"1093294558413234176";https://twitter.com/sunoresearch/status/1093294558413234176
@tancredoeduardo;2019-02-07 18:45;0;0;"URGENTE $IBOV: IBOVESPA REDUZ QUEDA PARA 0,3% APÓS MAIA DIZER QUE REFORMA PODE SER VOTADA EM MAIO";;;;"1093581604105146374";https://twitter.com/tancredoeduardo/status/1093581604105146374
@bovespab;2019-02-07 11:47;0;0;"$IBOV - Coluna do Tradingview: índice Ibovespa no foco das análises após pregão que índice perdeu quase 4 http://br.advfn.com/noticias/PAPERBR/2019/artigo/79208197?adw=1126416 …";;;;"1093476253061984257";https://twitter.com/bovespab/status/1093476253061984257
@ViktoriaInvest;2019-02-06 21:13;0;0;"a pity you perhaps don't speak portuguese to hear what's going on in Brazil w/ $VALE. As said yesterday, it's by far not the end of the story yet. It lost almost another 5% today asnd it's at the break-out zone (alright $IBOV didn't help) My guess: it cd reach 38.5 BANG! #ironpic.twitter.com/dx2fJ9Qdws";;;#ironpic;"1093256493149900801";https://twitter.com/ViktoriaInvest/status/1093256493149900801------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
